Fighter,Date,Event,Class,Opponent,Method,Length,Result
Andrei Arlovski,5/23/2015,UFC 187: Johnson vs Cormier,Heavyweight,Travis Browne,KO/TKO,"R1, 4:41",Win
Andrei Arlovski,9/13/2014,UFC Fight Night: Silva vs Arlovski,Heavyweight,Antonio Silva,KO/TKO,"R1, 2:59",Win
Andrei Arlovski,6/14/2014,UFC 174: Johnson vs. Bagautinov,Heavyweight,Brendan Schaub,Decision - Split,R3,Win
Andrei Arlovski,3/1/2008,UFC 82: Pride of a Champion,Heavyweight,Jake O'Brien,KO/TKO,"R2, 4:17",Win
Andrei Arlovski,4/21/2007,UFC 70: Nations Collide,Heavyweight,Fabricio Werdum,Decision - Unanimous,R3,Win
Andrei Arlovski,12/30/2006,UFC 66: Liddell vs. Ortiz 2,Heavyweight,Marcio Cruz,KO/TKO,"R1, 3:15",Win
Andrei Arlovski,7/8/2006,UFC 61: Bitter Rivals,Heavyweight,Tim Sylvia,Decision - Unanimous,R5,Title Loss
Andrei Arlovski,4/15/2006,UFC 59: Reality Check,Heavyweight,Tim Sylvia,KO/TKO,"R1, 2:43",Title Loss
Andrei Arlovski,10/7/2005,UFC 55: Fury,Heavyweight,Paul Buentello,KO/TKO,"R1, 0:15",Title Win
Andrei Arlovski,6/4/2005,UFC 53: Heavy Hitters,Heavyweight,Justin Eilers,KO/TKO,"R1, 4:10",Title Win
Andrei Arlovski,2/5/2005,UFC 51: Super Saturday,Heavyweight,Tim Sylvia,Submission,"R1, 0:47",Title Win
Andrei Arlovski,4/2/2004,UFC 47: It's On!,Heavyweight,Wesley Correira,KO/TKO,"R2, 1:15",Win
Andrei Arlovski,9/26/2003,UFC 44: Undisputed,Heavyweight,Vladimir Matyushenko,KO/TKO,"R1, 1:59",Win
Andrei Arlovski,11/22/2002,UFC 40: Vendetta,Heavyweight,Ian Freeman,KO/TKO,"R1, 1:18",Win
Andrei Arlovski,3/22/2002,UFC 36: Worlds Collide,Heavyweight,Pedro Rizzo,KO/TKO,"R3, 1:45",Loss
Andrei Arlovski,6/29/2001,UFC 32: Showdown in the Meadowlands,Heavyweight,Ricco Rodriguez,KO/TKO,"R3, 1:23",Loss
Andrei Arlovski,11/17/2000,UFC 28: High Stakes,Heavyweight,Aaron Brink,Submission,"R1, 0:55",Win
Thiago Alves,2/2/2019,UFC Fight Night: Assuncao vs. Moraes 2,Welterweight,Max Griffin,,,
Thiago Alves,9/15/2018,UFC Fight Night: Hunt vs. Oleinik,Welterweight,Aleksei Kunchenko,Decision - Unanimous,R3,Loss
Thiago Alves,2/18/2018,UFC Fight Night: Cerrone vs. Medeiros,Welterweight,Curtis Millender,KO/TKO,"R2, 4:17",Loss
Thiago Alves,4/8/2017,UFC 210: Cormier vs. Johnson 2,Welterweight,Patrick Cote,Decision - Unanimous,R3,Win
Thiago Alves,11/12/2016,UFC 205: Alvarez vs McGregor,Catch Weight,Jim Miller,Decision - Unanimous,R3,Loss
Thiago Alves,5/30/2015,UFC Fight Night: Condit vs Alves,Welterweight,Carlos Condit,TKO - Doctor's Stoppage,"R2, 5:00",Loss
Thiago Alves,1/31/2015,UFC 183: Silva vs Diaz,Welterweight,Jordan Mein,KO/TKO,"R2, 0:39",Win
Thiago Alves,4/19/2014,UFC on Fox 11,Welterweight,Seth Baczynski,Decision - Unanimous,R3,Win
Thiago Alves,3/2/2012,UFC on FX 2,Welterweight,Martin Kampmann,Submission,"R3, 4:12",Loss
Thiago Alves,11/5/2011,UFC 138: Leben vs. Munoz,Welterweight,Papy Abedi,Submission,"R1, 3:32",Win
Thiago Alves,5/28/2011,UFC 130: Rampage vs. Hamill,Welterweight,Rick Story,Decision - Unanimous,R3,Loss
Thiago Alves,12/11/2010,UFC 124: St. Pierre vs. Koscheck 2,Welterweight,John Howard,Decision - Unanimous,R3,Win
Thiago Alves,8/7/2010,UFC 117: Silva vs. Sonnen,Welterweight,Jon Fitch,Decision - Unanimous,R3,Loss
Thiago Alves,7/11/2009,UFC 100,Welterweight,Georges St-Pierre,Decision - Unanimous,R5,Title Loss
Thiago Alves,10/25/2008,UFC 90: Silva vs. Cote,Welterweight,Josh Koscheck,Decision - Unanimous,R3,Win
Thiago Alves,6/7/2008,UFC 85: Bedlam,Welterweight,Matt Hughes,KO/TKO,"R2, 1:02",Win
Thiago Alves,4/2/2008,UFC Fight Night 13,Welterweight,Karo Parisyan,KO/TKO,"R2, 0:24",Win
Thiago Alves,11/17/2007,UFC 78: Validation,Welterweight,Chris Lytle,TKO - Doctor's Stoppage,"R2, 5:00",Win
Thiago Alves,9/19/2007,UFC Fight Night 11,Welterweight,Kuniyoshi Hironaka,KO/TKO,"R2, 4:04",Win
Thiago Alves,12/30/2006,UFC 66: Liddell vs. Ortiz 2,Welterweight,Tony DeSouza,KO/TKO,"R2, 1:10",Win
Thiago Alves,10/10/2006,UFC Fight Night - The Final Chapter,Welterweight,John Alessio,Decision - Unanimous,R3,Win
Thiago Alves,6/28/2006,UFC Fight Night 5,Welterweight,Jon Fitch,KO/TKO,"R2, 4:37",Loss
Thiago Alves,4/15/2006,UFC 59: Reality Check,Welterweight,Derrick Noble,KO/TKO,"R1, 2:54",Win
Thiago Alves,11/19/2005,UFC 56: Full Force,Welterweight,Ansar Chalangov,KO/TKO,"R1, 2:25",Win
Thiago Alves,10/3/2005,UFC Fight Night 2,Welterweight,Spencer Fisher,Submission,"R2, 4:43",Loss
Matt Brown,11/11/2017,UFC Fight Night: Poirier vs. Pettis,Welterweight,Diego Sanchez,KO/TKO,"R1, 3:44",Win
Matt Brown,12/10/2016,UFC 206: Holloway vs. Pettis,Welterweight,Donald Cerrone,KO/TKO,"R3, 0:34",Loss
Matt Brown,7/30/2016,UFC 201: Lawler vs. Woodley,Welterweight,Jake Ellenberger,KO/TKO,"R1, 1:46",Loss
Matt Brown,5/14/2016,UFC 198: Werdum vs Miocic,Welterweight,Demian Maia,Submission,"R3, 4:31",Loss
Matt Brown,7/11/2015,UFC 189: Mendes vs McGregor,Welterweight,Tim Means,Submission,"R1, 4:44",Win
Matt Brown,3/14/2015,UFC 185: Pettis vs Dos Anjos,Welterweight,Johny Hendricks,Decision - Unanimous,R3,Loss
Matt Brown,7/26/2014,UFC on Fox 12,Welterweight,Robbie Lawler,Decision - Unanimous,R5,Loss
Matt Brown,5/10/2014,UFC Fight Night 40: Brown vs. Silva,Welterweight,Erick Silva,KO/TKO,"R3, 2:11",Win
Matt Brown,8/17/2013,UFC Fight Night 26: Shogun vs. Sonnen,Welterweight,Mike Pyle,KO/TKO,"R1, 0:29",Win
Matt Brown,4/20/2013,UFC on Fox 7,Welterweight,Jordan Mein,KO/TKO,"R2, 1:00",Win
Matt Brown,12/8/2012,UFC on Fox 5,Welterweight,Mike Swick,KO/TKO,"R2, 2:31",Win
Matt Brown,6/22/2012,UFC on FX 4,Welterweight,Luis Ramos,KO/TKO,"R2, 4:20",Win
Matt Brown,4/21/2012,UFC 145: Jones vs. Evans,Welterweight,Stephen Thompson,Decision - Unanimous,R3,Win
Matt Brown,2/4/2012,UFC 143: Diaz vs. Condit,Welterweight,Chris Cope,KO/TKO,"R2, 1:19",Win
Matt Brown,11/19/2011,UFC 139: Shogun vs. Henderson,Welterweight,Seth Baczynski,Submission,"R2, 0:42",Loss
Matt Brown,6/26/2011,UFC on Versus 4,Welterweight,John Howard,Decision - Unanimous,R3,Win
Matt Brown,11/20/2010,UFC 123: Rampage vs. Machida,Welterweight,Brian Foster,Submission,"R2, 2:11",Loss
Matt Brown,7/3/2010,UFC 116: Lesnar vs. Carwin,Welterweight,Chris Lytle,Submission,"R2, 2:02",Loss
Matt Brown,3/27/2010,UFC 111: St. Pierre vs. Hardy,Welterweight,Ricardo Almeida,Submission,"R2, 3:30",Loss
Matt Brown,11/14/2009,UFC 105: Couture vs. Vera,Welterweight,James Wilks,KO/TKO,"R3, 2:27",Win
Matt Brown,3/7/2009,UFC 96: Jackson vs. Jardine,Welterweight,Pete Sell,KO/TKO,"R1, 1:32",Win
Matt Brown,11/15/2008,UFC 91: Couture vs. Lesnar,Welterweight,Ryan Thomas,Submission,"R2, 0:57",Win
Matt Brown,9/6/2008,UFC 88: Breakthrough,Welterweight,Dong Hyun Kim,Decision - Split,R3,Loss
Matt Brown,6/21/2008,UFC - TUF 7 Finale,Welterweight,Matt Arroyo,KO/TKO,"R2, 3:40",Win
Frank Mir,3/19/2016,UFC Fight Night: Hunt vs Mir,Heavyweight,Mark Hunt,KO/TKO,"R1, 3:01",Loss
Frank Mir,9/5/2015,UFC 191: Johnson vs Dodson 2,Heavyweight,Andrei Arlovski,Decision - Unanimous,R3,Loss
Frank Mir,7/15/2015,UFC Fight Night: Mir vs Duffee,Heavyweight,Todd Duffee,KO/TKO,"R1, 1:13",Win
Frank Mir,2/22/2015,UFC Fight Night: Bigfoot vs Mir,Heavyweight,Antonio Silva,KO/TKO,"R1, 1:40",Win
Frank Mir,2/1/2014,UFC 169: Barao vs. Faber 2,Heavyweight,Alistair Overeem,Decision - Unanimous,R3,Loss
Frank Mir,8/31/2013,UFC 164: Henderson vs. Pettis 2,Heavyweight,Josh Barnett,KO/TKO,"R1, 1:56",Loss
Frank Mir,4/20/2013,UFC on Fox 7,Heavyweight,Daniel Cormier,Decision - Unanimous,R3,Loss
Frank Mir,5/26/2012,UFC 146: Dos Santos vs. Mir,Heavyweight,Junior Dos Santos,KO/TKO,"R2, 3:04",Title Loss
Frank Mir,12/10/2011,UFC 140: Jones vs. Machida,Heavyweight,Minotauro Nogueira,Submission,"R1, 3:38",Win
Frank Mir,5/28/2011,UFC 130: Rampage vs. Hamill,Heavyweight,Roy Nelson,Decision - Unanimous,R3,Win
Frank Mir,9/25/2010,UFC 119: Mir vs. Cro Cop,Heavyweight,Mirko Cro Cop,KO/TKO,"R3, 4:02",Win
Frank Mir,3/27/2010,UFC 111: St. Pierre vs. Hardy,Heavyweight,Shane Carwin,KO/TKO,"R1, 3:48",Title Loss
Frank Mir,12/12/2009,UFC 107: Penn vs. Sanchez,Heavyweight,Cheick Kongo,Submission,"R1, 1:12",Win
Frank Mir,7/11/2009,UFC 100,Heavyweight,Brock Lesnar,KO/TKO,"R2, 1:48",Title Loss
Frank Mir,12/27/2008,UFC 92: The Ultimate 2008,Heavyweight,Minotauro Nogueira,KO/TKO,"R2, 1:54",Title Win
Frank Mir,2/2/2008,UFC 81: Breaking Point,Heavyweight,Brock Lesnar,Submission,"R1, 1:30",Win
Frank Mir,8/25/2007,UFC 74: Respect,Heavyweight,Antoni Hardonk,Submission,"R1, 1:17",Win
Frank Mir,11/18/2006,UFC 65: Bad Intentions,Heavyweight,Brandon Vera,KO/TKO,"R1, 1:09",Loss
Frank Mir,7/8/2006,UFC 61: Bitter Rivals,Heavyweight,Dan Christison,Decision - Unanimous,R3,Win
Frank Mir,2/4/2006,UFC 57: Liddell vs. Couture 3,Heavyweight,Marcio Cruz,KO/TKO,"R1, 4:10",Loss
Frank Mir,6/19/2004,UFC 48: Payback,Heavyweight,Tim Sylvia,Submission,"R1, 0:50",Title Win
Frank Mir,1/31/2004,UFC 46: Supernatural,Heavyweight,Wes Sims,KO/TKO,"R2, 4:21",Win
Frank Mir,6/6/2003,UFC 43: Meltdown,Heavyweight,Wes Sims,DQ,"R1, 2:55",Win
Frank Mir,2/28/2003,UFC 41: Onslaught,Heavyweight,David Abbott,Submission,"R1, 0:46",Win
Frank Mir,7/13/2002,UFC 38: Brawl at the Hall,Heavyweight,Ian Freeman,KO/TKO,"R1, 4:35",Loss
Frank Mir,3/22/2002,UFC 36: Worlds Collide,Heavyweight,Pete Williams,Submission,"R1, 0:46",Win
Frank Mir,11/2/2001,UFC 34: High Voltage,Heavyweight,Roberto Traven,Submission,"R1, 1:05",Win
BJ Penn,12/29/2018,UFC 232: Jones vs. Gustafsson 2,Lightweight,Ryan Hall,,,
BJ Penn,6/25/2017,UFC Fight Night: Chiesa vs. Lee,Featherweight,Dennis Siver,Decision - Majority,R3,Loss
BJ Penn,1/15/2017,UFC Fight Night: Rodriguez vs. Penn,Featherweight,Yair Rodriguez,KO/TKO,"R2, 0:24",Loss
BJ Penn,7/6/2014,TUF 19 Finale,Featherweight,Frankie Edgar,KO/TKO,"R3, 4:16",Loss
BJ Penn,12/8/2012,UFC on Fox 5,Welterweight,Rory MacDonald,Decision - Unanimous,R3,Loss
BJ Penn,10/29/2011,UFC 137: Penn vs. Diaz,Welterweight,Nick Diaz,Decision - Unanimous,R3,Loss
BJ Penn,2/26/2011,UFC 127: Penn vs. Fitch,Welterweight,Jon Fitch,Decision - Majority,R3,Draw
BJ Penn,11/20/2010,UFC 123: Rampage vs. Machida,Welterweight,Matt Hughes,KO/TKO,"R1, 0:21",Win
BJ Penn,8/28/2010,UFC 118: Edgar vs. Penn 2,Lightweight,Frankie Edgar,Decision - Unanimous,R5,Title Loss
BJ Penn,4/10/2010,UFC 112: Invincible,Lightweight,Frankie Edgar,Decision - Unanimous,R5,Title Loss
BJ Penn,12/12/2009,UFC 107: Penn vs. Sanchez,Lightweight,Diego Sanchez,TKO - Doctor's Stoppage,"R5, 2:37",Title Win
BJ Penn,8/8/2009,UFC 101: Declaration,Lightweight,Kenny Florian,Submission,"R4, 3:54",Title Win
BJ Penn,1/31/2009,UFC 94: St. Pierre vs. Penn 2,Welterweight,Georges St-Pierre,KO/TKO,"R4, 5:00",Title Loss
BJ Penn,5/24/2008,UFC 84: Ill Will,Lightweight,Sean Sherk,KO/TKO,"R3, 5:00",Title Win
BJ Penn,1/19/2008,UFC 80: Rapid Fire,Lightweight,Joe Stevenson,Submission,"R2, 4:02",Title Win
BJ Penn,6/23/2007,UFC - TUF 5 Finale,Lightweight,Jens Pulver,Submission,"R2, 3:12",Win
BJ Penn,9/23/2006,UFC 63: Hughes vs. Penn,Welterweight,Matt Hughes,KO/TKO,"R3, 3:53",Title Loss
BJ Penn,3/4/2006,UFC 58: USA vs. Canada,Welterweight,Georges St-Pierre,Decision - Split,R3,Loss
BJ Penn,1/31/2004,UFC 46: Supernatural,Welterweight,Matt Hughes,Submission,"R1, 4:39",Title Win
BJ Penn,2/28/2003,UFC 41: Onslaught,Lightweight,Caol Uno,Decision - Split,R5,Draw
BJ Penn,9/27/2002,UFC 39: The Warriors Return,Lightweight,Matt Serra,Decision - Unanimous,R3,Win
BJ Penn,5/10/2002,UFC 37: High Impact,Lightweight,Paul Creighton,KO/TKO,"R2, 3:23",Win
BJ Penn,1/11/2002,UFC 35: Throwdown,Lightweight,Jens Pulver,Decision - Majority,R5,Title Loss
BJ Penn,11/2/2001,UFC 34: High Voltage,Lightweight,Caol Uno,KO/TKO,"R1, 0:11",Win
BJ Penn,6/29/2001,UFC 32: Showdown in the Meadowlands,Lightweight,Din Thomas,KO/TKO,"R1, 2:42",Win
BJ Penn,5/4/2001,UFC 31: Locked and Loaded,Lightweight,Joey Gilbert,KO/TKO,"R1, 4:57",Win
Vitor Belfort,5/12/2018,UFC 224: Nunes vs. Pennington,Middleweight,Lyoto Machida,KO/TKO,"R2, 1:00",Loss
Vitor Belfort,6/3/2017,UFC 212: Aldo vs. Holloway,Middleweight,Nate Marquardt,Decision - Unanimous,R3,Win
Vitor Belfort,3/11/2017,UFC Fight Night: Belfort vs. Gastelum,Middleweight,Kelvin Gastelum,KO/TKO,"R1, 3:52",Loss
Vitor Belfort,10/8/2016,UFC 204: Bisping vs. Henderson,Middleweight,Gegard Mousasi,KO/TKO,"R2, 2:43",Loss
Vitor Belfort,5/14/2016,UFC 198: Werdum vs Miocic,Middleweight,Jacare Souza,KO/TKO,"R1, 4:38",Loss
Vitor Belfort,11/7/2015,UFC Fight Night: Belfort vs Henderson,Middleweight,Dan Henderson,KO/TKO,"R1, 2:07",Win
Vitor Belfort,5/23/2015,UFC 187: Johnson vs Cormier,Middleweight,Chris Weidman,KO/TKO,"R1, 2:53",Title Loss
Vitor Belfort,11/9/2013,UFC Fight Night 32: Belfort vs. Henderson,Light Heavyweight,Dan Henderson,KO/TKO,"R1, 1:17",Win
Vitor Belfort,5/18/2013,UFC on FX 8,Middleweight,Luke Rockhold,KO/TKO,"R1, 2:32",Win
Vitor Belfort,1/19/2013,UFC on FX 7,Middleweight,Michael Bisping,KO/TKO,"R2, 1:27",Win
Vitor Belfort,9/22/2012,UFC 152: Jones vs. Belfort,Light Heavyweight,Jon Jones,Submission,"R4, 0:54",Title Loss
Vitor Belfort,1/14/2012,UFC 142: Aldo vs. Mendes,Middleweight,Anthony Johnson,Submission,"R1, 4:49",Win
Vitor Belfort,8/6/2011,UFC 133: Evans vs. Ortiz 2,Middleweight,Yoshihiro Akiyama,KO/TKO,"R1, 1:52",Win
Vitor Belfort,2/5/2011,UFC 126: Silva vs. Belfort,Middleweight,Anderson Silva,KO/TKO,"R1, 3:25",Title Loss
Vitor Belfort,9/19/2009,UFC 103: Franklin vs. Belfort,Catch Weight,Rich Franklin,KO/TKO,"R1, 3:02",Win
Vitor Belfort,2/5/2005,UFC 51: Super Saturday,Light Heavyweight,Tito Ortiz,Decision - Split,R3,Loss
Vitor Belfort,8/21/2004,UFC 49: Unfinished Business,Light Heavyweight,Randy Couture,TKO - Doctor's Stoppage,"R3, 5:00",Title Loss
Vitor Belfort,1/31/2004,UFC 46: Supernatural,Light Heavyweight,Randy Couture,TKO - Doctor's Stoppage,"R1, 0:49",Title Win
Vitor Belfort,6/6/2003,UFC 43: Meltdown,Light Heavyweight,Marvin Eastman,KO/TKO,"R1, 1:07",Win
Vitor Belfort,6/22/2002,UFC 37.5: As Real As It Gets,Light Heavyweight,Chuck Liddell,Decision - Unanimous,R3,Loss
Vitor Belfort,10/16/1998,UFC - Ultimate Brazil,Middleweight,Wanderlei Silva,KO/TKO,"R1, 0:44",Win
Vitor Belfort,12/21/1997,UFC - Ultimate Japan,Heavyweight,Joe Charles,Submission,"R1, 4:03",Win
Vitor Belfort,10/17/1997,UFC 15: Collision Course,Heavyweight,Randy Couture,KO/TKO,"R1, 8:16",Loss
Vitor Belfort,5/30/1997,UFC 13: The Ultimate Force,Heavyweight,David Abbott,KO/TKO,"R1, 0:52",Win
Vitor Belfort,2/7/1997,UFC 12: Judgement Day,Heavyweight,Scott Ferrozzo,KO/TKO,"R1, 0:43",Win
Vitor Belfort,2/7/1997,UFC 12: Judgement Day,Heavyweight,Tra Telligman,KO/TKO,"R1, 1:17",Win
Vitor Belfort,2/7/1997,UFC 12: Judgement Day,Heavyweight,Scott Ferrozzo,KO/TKO,"R1, 0:43",Win
Vitor Belfort,2/7/1997,UFC 12: Judgement Day,Heavyweight,Tra Telligman,KO/TKO,"R1, 1:17",Win
Rafael Dos Anjos,11/30/2018,UFC - TUF 28 Finale,Welterweight,Kamaru Usman,Decision - Unanimous,R5,Loss
Rafael Dos Anjos,6/9/2018,UFC 225: Whittaker vs. Romero 2,Welterweight,Colby Covington,Decision - Unanimous,R5,Title Loss
Rafael Dos Anjos,12/16/2017,UFC Fight Night: Lawler vs. Dos Anjos,Welterweight,Robbie Lawler,Decision - Unanimous,R5,Win
Rafael Dos Anjos,9/9/2017,UFC 215: Nunes vs Shevchenko 2,Welterweight,Neil Magny,Submission,"R1, 3:43",Win
Rafael Dos Anjos,6/17/2017,UFC Fight Night: Holm vs. Correia,Welterweight,Tarec Saffiedine,Decision - Unanimous,R3,Win
Rafael Dos Anjos,11/5/2016,UFC Fight Night: Dos Anjos vs. Ferguson,Lightweight,Tony Ferguson,Decision - Unanimous,R5,Loss
Rafael Dos Anjos,7/7/2016,UFC Fight Night: Dos Anjos vs. Alvarez,Lightweight,Eddie Alvarez,KO/TKO,"R1, 3:49",Title Loss
Rafael Dos Anjos,12/19/2015,UFC on FOX: Dos Anjos vs. Cowboy 2,Lightweight,Donald Cerrone,KO/TKO,"R1, 1:06",Title Win
Rafael Dos Anjos,3/14/2015,UFC 185: Pettis vs Dos Anjos,Lightweight,Anthony Pettis,Decision - Unanimous,R5,Title Win
Rafael Dos Anjos,12/13/2014,UFC Fight Night: Dos Santos vs Miocic,Lightweight,Nate Diaz,Decision - Unanimous,R3,Win
Rafael Dos Anjos,8/23/2014,UFC Fight Night 49: Henderson vs. Dos Anjos,Lightweight,Benson Henderson,KO/TKO,"R1, 2:31",Win
Rafael Dos Anjos,6/7/2014,UFC Fight Night 42: Henderson vs. Khabilov,Lightweight,Jason High,KO/TKO,"R2, 3:36",Win
Rafael Dos Anjos,4/19/2014,UFC on Fox 11,Lightweight,Khabib Nurmagomedov,Decision - Unanimous,R3,Loss
Rafael Dos Anjos,8/28/2013,UFC Fight Night 27: Condit vs. Kampmann 2,Lightweight,Donald Cerrone,Decision - Unanimous,R3,Win
Rafael Dos Anjos,5/18/2013,UFC on FX 8,Lightweight,Evan Dunham,Decision - Unanimous,R3,Win
Rafael Dos Anjos,11/17/2012,UFC 154: St-Pierre vs. Condit,Lightweight,Mark Bocek,Decision - Unanimous,R3,Win
Rafael Dos Anjos,7/11/2012,UFC on FUEL TV 4,Lightweight,Anthony Njokuani,Decision - Unanimous,R3,Win
Rafael Dos Anjos,5/15/2012,UFC on FUEL TV 3,Lightweight,Kamal Shalorus,Submission,"R1, 1:40",Win
Rafael Dos Anjos,11/19/2011,UFC 139: Shogun vs. Henderson,Lightweight,Gleison Tibau,Decision - Split,R3,Loss
Rafael Dos Anjos,7/2/2011,UFC 132: Cruz vs. Faber,Lightweight,George Sotiropoulos,KO/TKO,"R1, 0:59",Win
Rafael Dos Anjos,8/7/2010,UFC 117: Silva vs. Sonnen,Lightweight,Clay Guida,Submission,"R3, 1:51",Loss
Rafael Dos Anjos,4/10/2010,UFC 112: Invincible,Lightweight,Terry Etim,Submission,"R2, 4:30",Win
Rafael Dos Anjos,1/11/2010,UFC Fight Night 20,Lightweight,Kyle Bradley,Decision - Unanimous,R3,Win
Rafael Dos Anjos,9/19/2009,UFC 103: Franklin vs. Belfort,Lightweight,Rob Emerson,Decision - Unanimous,R3,Win
Rafael Dos Anjos,4/1/2009,UFC Fight Night 18,Lightweight,Tyson Griffin,Decision - Unanimous,R3,Loss
Rafael Dos Anjos,11/15/2008,UFC 91: Couture vs. Lesnar,Lightweight,Jeremy Stephens,KO/TKO,"R3, 0:39",Loss
Frankie Edgar,4/21/2018,UFC Fight Night: Barboza vs. Lee,Featherweight,Cub Swanson,Decision - Unanimous,R3,Win
Frankie Edgar,3/3/2018,UFC 222: Cyborg vs. Kunitskaya,Featherweight,Brian Ortega,KO/TKO,"R1, 4:44",Loss
Frankie Edgar,5/13/2017,UFC 211: Miocic vs. Dos Santos,Featherweight,Yair Rodriguez,TKO - Doctor's Stoppage,"R2, 5:00",Win
Frankie Edgar,11/12/2016,UFC 205: Alvarez vs McGregor,Featherweight,Jeremy Stephens,Decision - Unanimous,R3,Win
Frankie Edgar,7/9/2016,UFC 200: Tate vs Nunes,Featherweight,Jose Aldo,Decision - Unanimous,R5,Title Loss
Frankie Edgar,12/11/2015,The Ultimate Fighter 22 Finale,Featherweight,Chad Mendes,KO/TKO,"R1, 2:28",Win
Frankie Edgar,5/16/2015,UFC Fight Night: Edgar vs Faber,Featherweight,Urijah Faber,Decision - Unanimous,R5,Win
Frankie Edgar,11/22/2014,UFC Fight Night: Edgar vs Swanson,Featherweight,Cub Swanson,Submission,"R5, 4:56",Win
Frankie Edgar,7/6/2014,TUF 19 Finale,Featherweight,BJ Penn,KO/TKO,"R3, 4:16",Win
Frankie Edgar,7/6/2013,UFC 162: Silva vs. Weidman,Featherweight,Charles Oliveira,Decision - Unanimous,R3,Win
Frankie Edgar,2/2/2013,UFC 156: Aldo vs. Edgar,Featherweight,Jose Aldo,Decision - Unanimous,R5,Title Loss
Frankie Edgar,8/11/2012,UFC 150: Henderson vs. Edgar 2,Lightweight,Benson Henderson,Decision - Split,R5,Title Loss
Frankie Edgar,2/25/2012,UFC 144: Edgar vs. Henderson,Lightweight,Benson Henderson,Decision - Unanimous,R5,Title Loss
Frankie Edgar,10/8/2011,UFC 136: Edgar vs. Maynard 3,Lightweight,Gray Maynard,KO/TKO,"R4, 3:54",Title Win
Frankie Edgar,1/1/2011,UFC 125: Resolution,Lightweight,Gray Maynard,Decision - Split,R5,Draw
Frankie Edgar,8/28/2010,UFC 118: Edgar vs. Penn 2,Lightweight,BJ Penn,Decision - Unanimous,R5,Title Win
Frankie Edgar,4/10/2010,UFC 112: Invincible,Lightweight,BJ Penn,Decision - Unanimous,R5,Title Win
Frankie Edgar,12/5/2009,UFC - TUF 10 Finale,Lightweight,Matt Veach,Submission,"R2, 2:20",Win
Frankie Edgar,5/23/2009,UFC 98: Evans vs. Machida,Lightweight,Sean Sherk,Decision - Unanimous,R3,Win
Frankie Edgar,7/19/2008,UFC Fight Night 14,Lightweight,Hermes Franca,Decision - Unanimous,R3,Win
Frankie Edgar,4/2/2008,UFC Fight Night 13,Lightweight,Gray Maynard,Decision - Unanimous,R3,Loss
Frankie Edgar,11/17/2007,UFC 78: Validation,Lightweight,Spencer Fisher,Decision - Unanimous,R3,Win
Frankie Edgar,7/7/2007,UFC 73: Stacked,Lightweight,Mark Bocek,KO/TKO,"R1, 4:55",Win
Frankie Edgar,2/3/2007,UFC 67: All or Nothing,Lightweight,Tyson Griffin,Decision - Unanimous,R3,Win
Clay Guida,6/9/2018,UFC 225: Whittaker vs. Romero 2,Lightweight,Charles Oliveira,Submission,"R1, 2:18",Loss
Clay Guida,11/11/2017,UFC Fight Night: Poirier vs. Pettis,Lightweight,Joe Lauzon,KO/TKO,"R1, 1:07",Win
Clay Guida,6/25/2017,UFC Fight Night: Chiesa vs. Lee,Lightweight,Erik Koch,Decision - Unanimous,R3,Win
Clay Guida,6/4/2016,UFC 199: Rockhold vs. Bisping 2,Featherweight,Brian Ortega,KO/TKO,"R3, 4:40",Loss
Clay Guida,11/7/2015,UFC Fight Night: Belfort vs Henderson,Featherweight,Thiago Tavares,Submission,"R1, 0:39",Loss
Clay Guida,4/4/2015,UFC Fight Night: Mendes vs Lamas,Featherweight,Robert Peralta,Decision - Unanimous,R3,Win
Clay Guida,7/26/2014,UFC on Fox 12,Featherweight,Dennis Bermudez,Submission,"R2, 2:57",Loss
Clay Guida,4/11/2014,UFC Fight Night 39: Minotauro vs. Nelson,Featherweight,Tatsuya Kawajiri,Decision,,Win
Clay Guida,8/31/2013,UFC 164: Henderson vs. Pettis 2,Featherweight,Chad Mendes,KO/TKO,"R3, 0:30",Loss
Clay Guida,1/26/2013,UFC on Fox 6,Featherweight,Hatsu Hioki,Decision - Split,R3,Win
Clay Guida,6/22/2012,UFC on FX 4,Lightweight,Gray Maynard,Decision - Split,R5,Loss
Clay Guida,11/12/2011,UFC on Fox 1,Lightweight,Benson Henderson,Decision - Unanimous,R3,Loss
Clay Guida,6/4/2011,UFC - TUF 13 Finale,Lightweight,Anthony Pettis,Decision - Unanimous,R3,Win
Clay Guida,1/1/2011,UFC 125: Resolution,Lightweight,Takanori Gomi,Submission,"R2, 4:27",Win
Clay Guida,8/7/2010,UFC 117: Silva vs. Sonnen,Lightweight,Rafael Dos Anjos,Submission,"R3, 1:51",Win
Clay Guida,3/21/2010,UFC on Versus 1,Lightweight,Shannon Gugerty,Submission,"R2, 3:40",Win
Clay Guida,12/12/2009,UFC 107: Penn vs. Sanchez,Lightweight,Kenny Florian,Submission,"R2, 2:19",Loss
Clay Guida,6/20/2009,UFC - TUF 9 Finale,Lightweight,Diego Sanchez,Decision - Split,R3,Loss
Clay Guida,1/31/2009,UFC 94: St. Pierre vs. Penn 2,Lightweight,Nate Diaz,Decision - Split,R3,Win
Clay Guida,9/17/2008,UFC Fight Night 15,Lightweight,Mac Danzig,Decision - Unanimous,R3,Win
