Name,FIGHTS,STR_F_TOT,TSAC_F_TOT,TD_F_TOT,TDAC_F_TOT,KD_F_TOT,PASS_F_TOT,REV_F_TOT,SUB_F_TOT,SIG_STR_F_TOT,SIG_ACC_F_TOT,SIG_HEAD_F_TOT,SIG_HEAD_ACC_F_TOT,SIG_BODY_F_TOT,SIG_BODY_ACC_F_TOT,SIG_LEG_F_TOT,SIG_LEG_ACC_F_TOT,STR_O_TOT,TSAC_O_TOT,TD_O_TOT,TDAC_O_TOT,KD_O_TOT,PASS_O_TOT,REV_O_TOT,SUB_O_TOT,SIG_STR_O_TOT,SIG_ACC_O_TOT,SIG_HEAD_O_TOT,SIG_HEAD_ACC_O_TOT,SIG_BODY_O_TOT,SIG_BODY_ACC_O_TOT,SIG_LEG_O_TOT,SIG_LEG_ACC_O_TOT,STR_F_FIGHT,TSAC_F_FIGHT,TD_F_FIGHT,TDAC_F_FIGHT,KD_F_FIGHT,PASS_F_FIGHT,REV_F_FIGHT,SUB_F_FIGHT,SIG_STR_F_FIGHT,SIG_ACC_F_FIGHT,SIG_HEAD_F_FIGHT,SIG_HEAD_ACC_F_FIGHT,SIG_BODY_F_FIGHT,SIG_BODY_ACC_F_FIGHT,SIG_LEG_F_FIGHT,SIG_LEG_ACC_F_FIGHT,STR_O_FIGHT,TSAC_O_FIGHT,TD_O_FIGHT,TDAC_O_FIGHT,KD_O_FIGHT,PASS_O_FIGHT,REV_O_FIGHT,SUB_O_FIGHT,SIG_STR_O_FIGHT,SIG_ACC_O_FIGHT,SIG_HEAD_O_FIGHT,SIG_HEAD_ACC_O_FIGHT,SIG_BODY_O_FIGHT,SIG_BODY_ACC_O_FIGHT,SIG_LEG_O_FIGHT,SIG_LEG_ACC_O_FIGHT,ROUNDS,STR_F_ROUND,TSAC_F_ROUND,TD_F_ROUND,TDAC_F_ROUND,KD_F_ROUND,PASS_F_ROUND,REV_F_ROUND,SUB_F_ROUND,SIG_STR_F_ROUND,SIG_ACC_F_ROUND,SIG_HEAD_F_ROUND,SIG_HEAD_ACC_F_ROUND,SIG_BODY_F_ROUND,SIG_BODY_ACC_F_ROUND,SIG_LEG_F_ROUND,SIG_LEG_ACC_F_ROUND,STR_O_ROUND,TSAC_O_ROUND,TD_O_ROUND,TDAC_O_ROUND,KD_O_ROUND,PASS_O_ROUND,REV_O_ROUND,SUB_O_ROUND,SIG_STR_O_ROUND,SIG_ACC_O_ROUND,SIG_HEAD_O_ROUND,SIG_HEAD_ACC_O_ROUND,SIG_BODY_O_ROUND,SIG_BODY_ACC_O_ROUND,SIG_LEG_O_ROUND,SIG_LEG_ACC_O_ROUND,MINS,STR_F_MIN,TSAC_F_MIN,TD_F_MIN,TDAC_F_MIN,KD_F_MIN,PASS_F_MIN,REV_F_MIN,SUB_F_MIN,SIG_STR_F_MIN,SIG_ACC_F_MIN,SIG_HEAD_F_MIN,SIG_HEAD_ACC_F_MIN,SIG_BODY_F_MIN,SIG_BODY_ACC_F_MIN,SIG_LEG_F_MIN,SIG_LEG_ACC_F_MIN,STR_O_MIN,TSAC_O_MIN,TD_O_MIN,TDAC_O_MIN,KD_O_MIN,PASS_O_MIN,REV_O_MIN,SUB_O_MIN,SIG_STR_O_MIN,SIG_ACC_O_MIN,SIG_HEAD_O_MIN,SIG_HEAD_ACC_O_MIN,SIG_BODY_O_MIN,SIG_BODY_ACC_O_MIN,SIG_LEG_O_MIN,SIG_LEG_ACC_O_MIN
Jussier Formiga,13,438,56.7%,17,37.8%,2,33,0,3,183,38.4%,129,28.1%,31,67.4%,23,85.2%,682,49.5%,5,15.6%,3,4,5,0,330,33.3%,191,26.0%,101,63.5%,38,67.9%,33.692,56.7%,1.31,37.8%,0.154,2.5380000000000003,0.0,0.462,14.077,38.4%,9.923,28.1%,2.385,67.4%,1.7690000000000001,85.2%,52.461999999999996,49.5%,0.38,15.6%,0.231,0.308,0.385,0.077,25.385,33.3%,14.692,26.0%,7.769,63.5%,2.923,67.9%,32,13.687999999999999,56.7%,0.53,37.8%,0.063,1.031,0.0,0.188,5.718999999999999,38.4%,4.031000000000001,28.1%,0.9690000000000001,67.4%,0.7190000000000001,85.2%,21.313000000000002,49.5%,0.16,15.6%,0.094,0.125,0.156,0.031,10.312999999999999,33.3%,5.968999999999999,26.0%,3.156,63.5%,1.188,67.9%,152,2.8819999999999997,56.7%,0.11,37.8%,0.013000000000000001,0.217,0.0,0.039,1.204,38.4%,0.848,28.1%,0.204,67.4%,0.151,85.2%,4.487,49.5%,0.03,15.6%,0.02,0.026000000000000002,0.033,0.006999999999999999,2.171,33.3%,1.2570000000000001,26.0%,0.664,63.5%,0.25,67.9%
Marcel Fortuna,3,144,49.7%,1,8.3%,1,3,0,0,127,46.5%,88,39.8%,26,74.3%,13,76.5%,189,40.6%,2,25.0%,0,0,2,0,150,35.5%,100,28.2%,30,68.2%,20,83.3%,48.0,49.7%,0.33,8.3%,0.33299999999999996,1.0,0.0,0.33299999999999996,42.333,46.5%,29.333000000000002,39.8%,8.667,74.3%,4.333,76.5%,63.0,40.6%,0.67,25.0%,0.0,0.0,0.667,0.0,50.0,35.5%,33.333,28.2%,10.0,68.2%,6.667000000000001,83.3%,7,20.570999999999998,49.7%,0.14,8.3%,0.14300000000000002,0.429,0.0,0.14300000000000002,18.143,46.5%,12.571,39.8%,3.714,74.3%,1.857,76.5%,27.0,40.6%,0.29,25.0%,0.0,0.0,0.28600000000000003,0.0,21.429000000000002,35.5%,14.286,28.2%,4.2860000000000005,68.2%,2.8569999999999998,83.3%,33,4.364,49.7%,0.03,8.3%,0.03,0.091,0.0,0.03,3.8480000000000003,46.5%,2.653,39.8%,0.7879999999999999,74.3%,0.39399999999999996,76.5%,5.727,40.6%,0.06,25.0%,0.0,0.0,0.061,0.0,4.545,35.5%,3.03,28.2%,0.909,68.2%,0.606,83.3%
Donavon Frelow,1,44,31.4%,1,100.0%,0,0,0,0,36,27.9%,25,22.3%,9,69.2%,2,50.0%,59,52.7%,14,73.7%,0,6,0,0,48,48.0%,38,46.3%,6,42.9%,4,100.0%,44.0,31.4%,1.0,100.0%,0.0,0.0,0.0,0.0,36.0,27.9%,25.0,22.3%,9.0,69.2%,2.0,50.0%,59.0,52.7%,14.0,73.7%,0.0,6.0,0.0,0.0,48.0,48.0%,38.0,46.3%,6.0,42.9%,4.0,100.0%,3,14.667,31.4%,0.33,100.0%,0.0,0.0,0.0,0.0,12.0,27.9%,8.333,22.3%,3.0,69.2%,0.667,50.0%,19.667,52.7%,4.67,73.7%,0.0,2.0,0.0,0.0,16.0,48.0%,12.667,46.3%,2.0,42.9%,1.3330000000000002,100.0%,15,2.9330000000000003,31.4%,0.07,100.0%,0.0,0.0,0.0,0.0,2.4,27.9%,1.6669999999999998,22.3%,0.6,69.2%,0.133,50.0%,3.9330000000000003,52.7%,0.93,73.7%,0.0,0.4,0.0,0.0,3.2,48.0%,2.533,46.3%,0.4,42.9%,0.267,100.0%
Claudia Gadelha,9,674,52.9%,33,47.8%,1,28,0,1,430,42.7%,364,40.1%,54,64.3%,12,75.0%,1006,53.5%,6,37.5%,1,6,0,0,624,43.2%,382,33.2%,133,80.1%,109,85.8%,74.889,52.9%,3.67,47.8%,0.111,3.111,0.0,0.889,47.778,42.7%,40.444,40.1%,6.0,64.3%,1.3330000000000002,75.0%,111.77799999999999,53.5%,0.67,37.5%,0.111,0.667,0.0,0.0,69.333,43.2%,42.443999999999996,33.2%,14.777999999999999,80.1%,12.110999999999999,85.8%,27,24.963,52.9%,1.22,47.8%,0.037000000000000005,1.037,0.0,0.29600000000000004,15.925999999999998,42.7%,13.481,40.1%,2.0,64.3%,0.444,75.0%,37.259,53.5%,0.22,37.5%,0.037000000000000005,0.222,0.0,0.0,23.111,43.2%,14.148,33.2%,4.926,80.1%,4.037,85.8%,128,5.266,52.9%,0.26,47.8%,0.008,0.21899999999999997,0.0,0.063,3.359,42.7%,2.843,40.1%,0.42200000000000004,64.3%,0.094,75.0%,7.859,53.5%,0.05,37.5%,0.008,0.047,0.0,0.0,4.875,43.2%,2.984,33.2%,1.0390000000000001,80.1%,0.852,85.8%
Justin Gaethje,4,351,54.7%,0,0.0%,1,0,0,0,348,54.5%,190,41.8%,33,82.5%,125,87.4%,432,46.8%,2,20.0%,1,0,0,0,420,46.3%,302,39.8%,97,78.9%,21,84.0%,87.75,54.7%,0.0,0.0%,0.25,0.0,0.0,0.0,87.0,54.5%,47.5,41.8%,8.25,82.5%,31.25,87.4%,108.0,46.8%,0.5,20.0%,0.25,0.0,0.0,0.0,105.0,46.3%,75.5,39.8%,24.25,78.9%,5.25,84.0%,10,35.1,54.7%,0.0,0.0%,0.1,0.0,0.0,0.0,34.8,54.5%,19.0,41.8%,3.3,82.5%,12.5,87.4%,43.2,46.8%,0.2,20.0%,0.1,0.0,0.0,0.0,42.0,46.3%,30.2,39.8%,9.7,78.9%,2.1,84.0%,40,8.775,54.7%,0.0,0.0%,0.025,0.0,0.0,0.0,8.7,54.5%,4.659,41.8%,0.825,82.5%,3.125,87.4%,10.537,46.8%,0.05,20.0%,0.024,0.0,0.0,0.0,10.244000000000002,46.3%,7.3660000000000005,39.8%,2.366,78.9%,0.512,84.0%
Mitch Gagnon,8,285,56.9%,6,26.1%,2,4,1,3,200,48.9%,127,39.8%,50,75.8%,23,85.2%,331,48.1%,10,32.3%,1,11,1,2,162,33.8%,93,23.4%,41,82.0%,28,77.8%,35.625,56.9%,0.75,26.1%,0.25,0.5,0.125,1.0,25.0,48.9%,15.875,39.8%,6.25,75.8%,2.875,85.2%,41.375,48.1%,1.25,32.3%,0.125,1.375,0.125,0.5,20.25,33.8%,11.625,23.4%,5.125,82.0%,3.5,77.8%,18,15.833,56.9%,0.33,26.1%,0.111,0.222,0.055999999999999994,0.444,11.110999999999999,48.9%,7.056,39.8%,2.778,75.8%,1.278,85.2%,18.389,48.1%,0.56,32.3%,0.055999999999999994,0.611,0.055999999999999994,0.222,9.0,33.8%,5.167000000000001,23.4%,2.278,82.0%,1.556,77.8%,77,3.701,56.9%,0.08,26.1%,0.026000000000000002,0.052000000000000005,0.013000000000000001,0.10400000000000001,2.597,48.9%,1.631,39.8%,0.649,75.8%,0.299,85.2%,4.244,48.1%,0.13,32.3%,0.013000000000000001,0.141,0.013000000000000001,0.051,2.077,33.8%,1.192,23.4%,0.526,82.0%,0.359,77.8%
Mickey Gall,6,117,71.3%,4,66.7%,2,13,1,4,38,52.8%,37,53.6%,0,0.0%,1,50.0%,96,64.0%,1,50.0%,1,3,0,0,57,57.0%,44,51.2%,7,87.5%,6,100.0%,19.5,71.3%,0.67,66.7%,0.33299999999999996,2.167,0.16699999999999998,1.5,6.332999999999999,52.8%,6.167000000000001,53.6%,0.0,0.0%,0.16699999999999998,50.0%,16.0,64.0%,0.17,50.0%,0.16699999999999998,0.5,0.0,0.0,9.5,57.0%,7.332999999999999,51.2%,1.167,87.5%,1.0,100.0%,8,14.625,71.3%,0.5,66.7%,0.25,1.625,0.125,1.125,4.75,52.8%,4.625,53.6%,0.0,0.0%,0.125,50.0%,12.0,64.0%,0.13,50.0%,0.125,0.375,0.0,0.0,7.125,57.0%,5.5,51.2%,0.875,87.5%,0.75,100.0%,25,4.68,71.3%,0.16,66.7%,0.08,0.52,0.04,0.36,1.52,52.8%,1.4340000000000002,53.6%,0.0,0.0%,0.04,50.0%,3.6919999999999997,64.0%,0.04,50.0%,0.038,0.115,0.0,0.0,2.1919999999999997,57.0%,1.692,51.2%,0.26899999999999996,87.5%,0.231,100.0%
Tom Gallicchio,1,57,27.9%,1,11.1%,0,1,0,0,53,26.5%,24,15.2%,17,56.7%,12,100.0%,113,56.2%,0,-,0,0,0,0,106,56.4%,102,55.7%,3,75.0%,1,100.0%,57.0,27.9%,1.0,11.1%,0.0,1.0,0.0,0.0,53.0,26.5%,24.0,15.2%,17.0,56.7%,12.0,100.0%,113.0,56.2%,0.0,-,0.0,0.0,0.0,0.0,106.0,56.4%,102.0,55.7%,3.0,75.0%,1.0,100.0%,3,19.0,27.9%,0.33,11.1%,0.0,0.33299999999999996,0.0,0.0,17.667,26.5%,8.0,15.2%,5.667000000000001,56.7%,4.0,100.0%,37.667,56.2%,0.0,-,0.0,0.0,0.0,0.0,35.333,56.4%,34.0,55.7%,1.0,75.0%,0.33299999999999996,100.0%,15,3.8,27.9%,0.07,11.1%,0.0,0.067,0.0,0.0,3.533,26.5%,1.6,15.2%,1.133,56.7%,0.8,100.0%,7.5329999999999995,56.2%,0.0,-,0.0,0.0,0.0,0.0,7.067,56.4%,6.8,55.7%,0.2,75.0%,0.067,100.0%
Cody Garbrandt,8,271,38.2%,5,33.3%,9,3,0,0,260,37.2%,212,34.1%,25,58.1%,23,67.6%,271,36.5%,0,0.0%,4,0,0,0,245,34.2%,165,29.2%,37,48.1%,43,58.9%,33.875,38.2%,0.63,33.3%,1.125,0.375,0.0,0.0,32.5,37.2%,26.5,34.1%,3.125,58.1%,2.875,67.6%,33.875,36.5%,0.0,0.0%,0.5,0.0,0.0,0.0,30.625,34.2%,20.625,29.2%,4.625,48.1%,5.375,58.9%,17,15.940999999999999,38.2%,0.29,33.3%,0.529,0.17600000000000002,0.0,0.0,15.294,37.2%,12.470999999999998,34.1%,1.4709999999999999,58.1%,1.3530000000000002,67.6%,15.940999999999999,36.5%,0.0,0.0%,0.235,0.0,0.0,0.0,14.412,34.2%,9.706,29.2%,2.176,48.1%,2.529,58.9%,74,3.662,38.2%,0.07,33.3%,0.122,0.040999999999999995,0.0,0.0,3.514,37.2%,2.839,34.1%,0.33799999999999997,58.1%,0.311,67.6%,3.613,36.5%,0.0,0.0%,0.053,0.0,0.0,0.0,3.267,34.2%,2.2,29.2%,0.493,48.1%,0.573,58.9%
Alex Garcia,11,330,40.3%,29,52.7%,3,18,1,1,212,31.4%,176,30.1%,25,56.8%,11,91.7%,679,54.7%,12,40.0%,3,17,3,1,374,41.4%,233,35.7%,80,66.1%,61,93.8%,30.0,40.3%,2.64,52.7%,0.273,1.636,0.091,0.091,19.273,31.4%,16.0,30.1%,2.273,56.8%,1.0,91.7%,61.727,54.7%,1.09,40.0%,0.273,1.545,0.273,0.091,34.0,41.4%,21.182,35.7%,7.273,66.1%,5.545,93.8%,28,11.786,40.3%,1.04,52.7%,0.107,0.643,0.036000000000000004,0.036000000000000004,7.571000000000001,31.4%,6.2860000000000005,30.1%,0.893,56.8%,0.39299999999999996,91.7%,24.25,54.7%,0.43,40.0%,0.107,0.607,0.107,0.036000000000000004,13.357000000000001,41.4%,8.321,35.7%,2.8569999999999998,66.1%,2.1790000000000003,93.8%,131,2.519,40.3%,0.22,52.7%,0.023,0.13699999999999998,0.008,0.008,1.618,31.4%,1.3419999999999999,30.1%,0.191,56.8%,0.084,91.7%,5.183,54.7%,0.09,40.0%,0.023,0.13,0.023,0.008,2.855,41.4%,1.7790000000000001,35.7%,0.611,66.1%,0.466,93.8%
Kelvin Gastelum,16,862,50.1%,9,50.0%,9,16,5,2,637,43.7%,444,37.8%,114,74.5%,79,87.8%,643,46.1%,18,35.3%,1,16,5,1,478,39.6%,277,33.7%,131,60.6%,70,81.4%,53.875,50.1%,0.56,50.0%,0.563,1.0,0.313,0.125,39.813,43.7%,27.75,37.8%,7.125,74.5%,4.938,87.8%,40.188,46.1%,1.13,35.3%,0.063,1.0,0.313,0.188,29.875,39.6%,17.313,33.7%,8.187999999999999,60.6%,4.375,81.4%,38,22.684,50.1%,0.24,50.0%,0.237,0.42100000000000004,0.132,0.053,16.762999999999998,43.7%,11.684000000000001,37.8%,3.0,74.5%,2.079,87.8%,16.921,46.1%,0.47,35.3%,0.026000000000000002,0.42100000000000004,0.132,0.079,12.579,39.6%,7.289,33.7%,3.447,60.6%,1.8419999999999999,81.4%,180,4.789,50.1%,0.05,50.0%,0.05,0.08900000000000001,0.027999999999999997,0.011000000000000001,3.5389999999999997,43.7%,2.4659999999999997,37.8%,0.633,74.5%,0.439,87.8%,3.572,46.1%,0.1,35.3%,0.006,0.08900000000000001,0.027999999999999997,0.017,2.656,39.6%,1.5390000000000001,33.7%,0.728,60.6%,0.389,81.4%
Christos Giagos,5,167,43.9%,6,40.0%,0,5,2,1,99,32.9%,74,28.4%,21,60.0%,4,80.0%,159,59.3%,7,58.3%,0,11,2,2,86,45.5%,47,35.3%,21,65.6%,18,75.0%,33.4,43.9%,1.2,40.0%,0.0,1.0,0.4,0.2,19.8,32.9%,14.8,28.4%,4.2,60.0%,0.8,80.0%,31.8,59.3%,1.4,58.3%,0.0,2.2,0.4,0.8,17.2,45.5%,9.4,35.3%,4.2,65.6%,3.6,75.0%,10,16.7,43.9%,0.6,40.0%,0.0,0.5,0.2,0.1,9.9,32.9%,7.4,28.4%,2.1,60.0%,0.4,80.0%,15.9,59.3%,0.7,58.3%,0.0,1.1,0.2,0.4,8.6,45.5%,4.7,35.3%,2.1,65.6%,1.8,75.0%,46,3.63,43.9%,0.13,40.0%,0.0,0.109,0.043,0.022000000000000002,2.1519999999999997,32.9%,1.591,28.4%,0.457,60.0%,0.087,80.0%,3.383,59.3%,0.15,58.3%,0.0,0.23399999999999999,0.043,0.085,1.83,45.5%,1.0,35.3%,0.447,65.6%,0.38299999999999995,75.0%
Trevin Giles,2,131,70.4%,5,100.0%,1,6,0,0,111,66.9%,96,64.4%,12,85.7%,3,100.0%,41,33.9%,2,33.3%,0,2,0,0,23,23.7%,11,13.9%,7,63.6%,5,71.4%,65.5,70.4%,2.5,100.0%,0.5,3.0,0.0,0.0,55.5,66.9%,48.0,64.4%,6.0,85.7%,1.5,100.0%,20.5,33.9%,1.0,33.3%,0.0,1.0,0.0,0.0,11.5,23.7%,5.5,13.9%,3.5,63.6%,2.5,71.4%,5,26.2,70.4%,1.0,100.0%,0.2,1.2,0.0,0.0,22.2,66.9%,19.2,64.4%,2.4,85.7%,0.6,100.0%,8.2,33.9%,0.4,33.3%,0.0,0.4,0.0,0.0,4.6,23.7%,2.2,13.9%,1.4,63.6%,1.0,71.4%,20,6.55,70.4%,0.25,100.0%,0.05,0.3,0.0,0.0,5.55,66.9%,4.717,64.4%,0.6,85.7%,0.15,100.0%,2.05,33.9%,0.1,33.3%,0.0,0.1,0.0,0.0,1.15,23.7%,0.55,13.9%,0.35,63.6%,0.25,71.4%
Gregor Gillespie,5,224,60.7%,17,47.2%,2,29,0,2,116,48.5%,103,46.4%,3,42.9%,10,100.0%,144,55.6%,0,-,0,0,0,0,83,43.2%,73,41.2%,8,61.5%,2,100.0%,44.8,60.7%,3.4,47.2%,0.4,5.8,0.0,0.6,23.2,48.5%,20.6,46.4%,0.6,42.9%,2.0,100.0%,28.8,55.6%,0.0,-,0.0,0.0,0.0,0.0,16.6,43.2%,14.6,41.2%,1.6,61.5%,0.4,100.0%,9,24.889,60.7%,1.89,47.2%,0.222,3.222,0.0,0.33299999999999996,12.889000000000001,48.5%,11.444,46.4%,0.33299999999999996,42.9%,1.111,100.0%,16.0,55.6%,0.0,-,0.0,0.0,0.0,0.0,9.222000000000001,43.2%,8.111,41.2%,0.889,61.5%,0.222,100.0%,36,6.222,60.7%,0.47,47.2%,0.055999999999999994,0.8059999999999999,0.0,0.083,3.222,48.5%,2.83,46.4%,0.083,42.9%,0.278,100.0%,4.0,55.6%,0.0,-,0.0,0.0,0.0,0.0,2.306,43.2%,2.028,41.2%,0.222,61.5%,0.055999999999999994,100.0%
Rick Glenn,6,472,46.5%,4,13.8%,1,1,0,0,388,42.4%,246,35.4%,98,61.3%,44,72.1%,448,53.8%,11,34.4%,0,7,1,0,300,45.5%,239,42.6%,51,60.7%,10,66.7%,78.667,46.5%,0.67,13.8%,0.16699999999999998,0.16699999999999998,0.0,0.33299999999999996,64.667,42.4%,41.0,35.4%,16.333,61.3%,7.332999999999999,72.1%,74.667,53.8%,1.83,34.4%,0.0,1.167,0.16699999999999998,0.5,50.0,45.5%,39.833,42.6%,8.5,60.7%,1.6669999999999998,66.7%,18,26.221999999999998,46.5%,0.22,13.8%,0.055999999999999994,0.055999999999999994,0.0,0.111,21.555999999999997,42.4%,13.667,35.4%,5.444,61.3%,2.444,72.1%,24.889,53.8%,0.61,34.4%,0.0,0.389,0.055999999999999994,0.16699999999999998,16.667,45.5%,13.277999999999999,42.6%,2.833,60.7%,0.556,66.7%,90,5.244,46.5%,0.04,13.8%,0.011000000000000001,0.011000000000000001,0.0,0.022000000000000002,4.311,42.4%,2.733,35.4%,1.089,61.3%,0.489,72.1%,4.978,53.8%,0.12,34.4%,0.0,0.078,0.011000000000000001,0.033,3.333,45.5%,2.656,42.6%,0.5670000000000001,60.7%,0.111,66.7%
Mark Godbeer,6,189,62.6%,0,0.0%,0,1,1,0,124,53.9%,65,42.2%,42,77.8%,17,77.3%,167,65.5%,7,77.8%,0,11,1,2,104,57.8%,82,55.8%,16,64.0%,6,75.0%,31.5,62.6%,0.0,0.0%,0.0,0.16699999999999998,0.16699999999999998,0.0,20.666999999999998,53.9%,10.833,42.2%,7.0,77.8%,2.833,77.3%,27.833000000000002,65.5%,1.17,77.8%,0.0,1.8330000000000002,0.16699999999999998,0.5,17.333,57.8%,13.667,55.8%,2.667,64.0%,1.0,75.0%,11,17.182000000000002,62.6%,0.0,0.0%,0.0,0.091,0.091,0.0,11.273,53.9%,5.909,42.2%,3.818,77.8%,1.545,77.3%,15.182,65.5%,0.64,77.8%,0.0,1.0,0.091,0.273,9.455,57.8%,7.455,55.8%,1.455,64.0%,0.545,75.0%,47,4.021,62.6%,0.0,0.0%,0.0,0.021,0.021,0.0,2.638,53.9%,1.374,42.2%,0.894,77.8%,0.36200000000000004,77.3%,3.553,65.5%,0.15,77.8%,0.0,0.23399999999999999,0.021,0.064,2.213,57.8%,1.745,55.8%,0.34,64.0%,0.128,75.0%
Takanori Gomi,13,473,45.0%,1,25.0%,2,3,1,0,367,38.9%,230,40.0%,109,64.5%,28,70.0%,400,45.8%,11,39.3%,4,11,0,4,316,40.8%,238,41.8%,47,69.1%,31,83.8%,36.385,45.0%,0.08,25.0%,0.154,0.231,0.077,0.0,28.230999999999998,38.9%,17.692,40.0%,8.385,64.5%,2.154,70.0%,30.769000000000002,45.8%,0.85,39.3%,0.308,0.846,0.0,0.769,24.308000000000003,40.8%,18.308,41.8%,3.615,69.1%,2.385,83.8%,23,20.565,45.0%,0.04,25.0%,0.087,0.13,0.043,0.0,15.957,38.9%,10.0,40.0%,4.739,64.5%,1.217,70.0%,17.391,45.8%,0.48,39.3%,0.174,0.478,0.0,0.435,13.739,40.8%,10.347999999999999,41.8%,2.043,69.1%,1.348,83.8%,89,5.315,45.0%,0.01,25.0%,0.022000000000000002,0.034,0.011000000000000001,0.0,4.124,38.9%,2.575,40.0%,1.225,64.5%,0.315,70.0%,4.494,45.8%,0.12,39.3%,0.045,0.124,0.0,0.11199999999999999,3.551,40.8%,2.674,41.8%,0.528,69.1%,0.348,83.8%
Jason Gonzalez,3,41,41.8%,0,-,0,0,0,1,36,39.6%,26,34.2%,7,63.6%,3,75.0%,65,48.9%,5,62.5%,2,9,0,1,41,39.8%,34,36.6%,3,50.0%,4,100.0%,13.667,41.8%,0.0,-,0.0,0.0,0.0,0.33299999999999996,12.0,39.6%,8.667,34.2%,2.333,63.6%,1.0,75.0%,21.666999999999998,48.9%,1.67,62.5%,0.667,3.0,0.0,0.33299999999999996,13.667,39.8%,11.333,36.6%,1.0,50.0%,1.3330000000000002,100.0%,4,10.25,41.8%,0.0,-,0.0,0.0,0.0,0.25,9.0,39.6%,6.5,34.2%,1.75,63.6%,0.75,75.0%,16.25,48.9%,1.25,62.5%,0.5,2.25,0.0,0.25,10.25,39.8%,8.5,36.6%,0.75,50.0%,1.0,100.0%,12,3.417,41.8%,0.0,-,0.0,0.0,0.0,0.083,3.0,39.6%,2.026,34.2%,0.583,63.6%,0.25,75.0%,5.0,48.9%,0.38,62.5%,0.154,0.6920000000000001,0.0,0.077,3.154,39.8%,2.615,36.6%,0.231,50.0%,0.308,100.0%
Pearl Gonzalez,2,132,54.5%,2,11.1%,0,2,0,0,64,37.6%,32,25.0%,7,70.0%,25,78.1%,222,55.5%,2,100.0%,0,4,0,1,117,42.7%,70,32.6%,35,76.1%,12,92.3%,66.0,54.5%,1.0,11.1%,0.0,1.0,0.0,0.5,32.0,37.6%,16.0,25.0%,3.5,70.0%,12.5,78.1%,111.0,55.5%,1.0,100.0%,0.0,2.0,0.0,1.5,58.5,42.7%,35.0,32.6%,17.5,76.1%,6.0,92.3%,6,22.0,54.5%,0.33,11.1%,0.0,0.33299999999999996,0.0,0.16699999999999998,10.667,37.6%,5.332999999999999,25.0%,1.167,70.0%,4.167,78.1%,37.0,55.5%,0.33,100.0%,0.0,0.667,0.0,0.5,19.5,42.7%,11.667,32.6%,5.832999999999999,76.1%,2.0,92.3%,28,4.7139999999999995,54.5%,0.07,11.1%,0.0,0.071,0.0,0.036000000000000004,2.286,37.6%,1.113,25.0%,0.25,70.0%,0.893,78.1%,7.655,55.5%,0.07,100.0%,0.0,0.138,0.0,0.10300000000000001,4.034,42.7%,2.414,32.6%,1.207,76.1%,0.414,92.3%
Jared Gordon,4,435,61.1%,9,40.9%,0,15,0,0,292,53.9%,248,52.1%,24,58.5%,20,80.0%,207,43.9%,1,25.0%,1,3,0,0,172,39.5%,112,32.5%,39,57.4%,21,95.5%,108.75,61.1%,2.25,40.9%,0.0,3.75,0.0,0.0,73.0,53.9%,62.0,52.1%,6.0,58.5%,5.0,80.0%,51.75,43.9%,0.25,25.0%,0.25,0.75,0.0,0.75,43.0,39.5%,28.0,32.5%,9.75,57.4%,5.25,95.5%,9,48.333,61.1%,1.0,40.9%,0.0,1.6669999999999998,0.0,0.0,32.444,53.9%,27.555999999999997,52.1%,2.667,58.5%,2.222,80.0%,23.0,43.9%,0.11,25.0%,0.111,0.33299999999999996,0.0,0.33299999999999996,19.111,39.5%,12.444,32.5%,4.333,57.4%,2.333,95.5%,39,11.154000000000002,61.1%,0.23,40.9%,0.0,0.385,0.0,0.0,7.487,53.9%,6.356,52.1%,0.615,58.5%,0.513,80.0%,5.308,43.9%,0.03,25.0%,0.026000000000000002,0.077,0.0,0.077,4.41,39.5%,2.872,32.5%,1.0,57.4%,0.5379999999999999,95.5%
Thibault Gouti,6,235,40.2%,4,80.0%,1,3,1,0,180,34.5%,140,30.8%,22,55.0%,18,66.7%,391,57.9%,4,16.7%,3,6,0,1,270,49.6%,196,44.1%,48,68.6%,26,86.7%,39.167,40.2%,0.67,80.0%,0.16699999999999998,0.5,0.16699999999999998,0.16699999999999998,30.0,34.5%,23.333000000000002,30.8%,3.667,55.0%,3.0,66.7%,65.167,57.9%,0.67,16.7%,0.5,1.0,0.0,0.16699999999999998,45.0,49.6%,32.667,44.1%,8.0,68.6%,4.333,86.7%,12,19.583,40.2%,0.33,80.0%,0.083,0.25,0.083,0.083,15.0,34.5%,11.667,30.8%,1.8330000000000002,55.0%,1.5,66.7%,32.583,57.9%,0.33,16.7%,0.25,0.5,0.0,0.083,22.5,49.6%,16.333,44.1%,4.0,68.6%,2.167,86.7%,48,4.896,40.2%,0.08,80.0%,0.021,0.063,0.021,0.021,3.75,34.5%,2.861,30.8%,0.45799999999999996,55.0%,0.375,66.7%,7.98,57.9%,0.08,16.7%,0.061,0.122,0.0,0.02,5.51,49.6%,4.0,44.1%,0.98,68.6%,0.531,86.7%
