,Fighter,Date,Event,Class,Opponent,Method,Result,Last_Round,Round_Time
3379,Karolina Kowalkiewicz,6/3/2017,UFC 212: Aldo vs. Holloway,Women's Strawweight,Claudia Gadelha,Submission,Loss,R1,3:03
3380,Karolina Kowalkiewicz,11/12/2016,UFC 205: Alvarez vs McGregor,Women's Strawweight,Joanna Jedrzejczyk,Decision - Unanimous,Title Loss,R5,0:00
3381,Karolina Kowalkiewicz,7/30/2016,UFC 201: Lawler vs. Woodley,Women's Strawweight,Rose Namajunas,Decision - Split,Win,R3,0:00
3382,Karolina Kowalkiewicz,5/8/2016,UFC Fight Night: Overeem vs Arlovski,Women's Strawweight,Heather Jo Clark,Decision - Unanimous,Win,R3,0:00
3383,Karolina Kowalkiewicz,12/19/2015,UFC on FOX: Dos Anjos vs. Cowboy 2,Women's Strawweight,Randa Markos,Decision - Unanimous,Win,R3,0:00
3384,Randy Brown,1/19/2019,UFC Fight Night: Cejudo vs. Dillashaw,Welterweight,Chance Rencountre,,,,
3385,Randy Brown,7/14/2018,UFC Fight Night: Dos Santos vs. Ivanov,Welterweight,Niko Price,KO/TKO,Loss,R2,1:09
3386,Randy Brown,11/4/2017,UFC 217: Bisping vs. St-Pierre,Welterweight,Mickey Gall,Decision - Unanimous,Win,R3,0:00
3387,Randy Brown,2/11/2017,UFC 208: Holm vs. De Randamie,Welterweight,Belal Muhammad,Decision - Unanimous,Loss,R3,0:00
3388,Randy Brown,12/9/2016,UFC Fight Night: Lewis vs. Abdurakhimov,Welterweight,Brian Camozzi,KO/TKO,Win,R2,1:25
3389,Randy Brown,9/17/2016,UFC Fight Night: Poirier vs. Johnson,Welterweight,Erick Montano,Submission,Win,R3,0:18
3390,Randy Brown,4/16/2016,UFC Fight Night: Teixeira vs Evans,Welterweight,Michael Graves,Submission,Loss,R2,2:31
3391,Randy Brown,1/30/2016,UFC Fight Night: Johnson vs. Bader,Welterweight,Matt Dwyer,Decision - Unanimous,Win,R3,0:00
3392,Curtis Blaydes,11/24/2018,UFC Fight Night: Blaydes vs. Ngannou 2,Heavyweight,Francis Ngannou,KO/TKO,Loss,R1,0:45
3393,Curtis Blaydes,6/9/2018,UFC 225: Whittaker vs. Romero 2,Heavyweight,Alistair Overeem,KO/TKO,Win,R3,2:56
3394,Curtis Blaydes,2/10/2018,UFC 221: Romero vs. Rockhold,Heavyweight,Mark Hunt,Decision - Unanimous,Win,R3,0:00
3395,Curtis Blaydes,11/4/2017,UFC 217: Bisping vs. St-Pierre,Heavyweight,Aleksei Oleinik,TKO - Doctor's Stoppage,Win,R2,1:56
3396,Curtis Blaydes,7/8/2017,UFC 213: Romero vs. Whittaker,Heavyweight,Daniel Omielanczuk,Decision - Unanimous,Win,R3,0:00
3397,Curtis Blaydes,2/4/2017,UFC Fight Night: Bermudez vs. The Korean Zombie,Heavyweight,Adam Milstead,KO/TKO,Win,R2,0:59
3398,Curtis Blaydes,10/1/2016,UFC Fight Night: Lineker vs. Dodson,Heavyweight,Cody East,KO/TKO,Win,R2,2:02
3399,Curtis Blaydes,4/10/2016,UFC Fight Night: Rothwell vs Dos Santos,Heavyweight,Francis Ngannou,TKO - Doctor's Stoppage,Loss,R2,5:00
3400,Jack Hermansson,12/15/2018,UFC Fight Night: Lee vs. Iaquinta,Middleweight,Gerald Meerschaert,Submission,Win,R1,4:25
3401,Jack Hermansson,5/12/2018,UFC 224: Nunes vs. Pennington,Middleweight,Thales Leites,KO/TKO,Win,R3,2:10
3402,Jack Hermansson,10/28/2017,UFC Fight Night: Brunson vs. Machida,Middleweight,Thiago Santos,KO/TKO,Loss,R1,4:59
3403,Jack Hermansson,10/28/2017,UFC Fight Night: Brunson vs. Machida,Middleweight,Thiago Santos,KO/TKO,Loss,R1,4:59
3404,Jack Hermansson,8/5/2017,UFC Fight Night: Pettis vs. Moreno,Middleweight,Bradley Scott,KO/TKO,Win,R1,3:50
3405,Jack Hermansson,5/28/2017,UFC Fight Night: Gustafsson vs. Teixeira,Middleweight,Alex Nicholson,KO/TKO,Win,R1,2:00
3406,Jack Hermansson,11/19/2016,UFC Fight Night: Bader vs. Nogueira,Middleweight,Cezar Ferreira,Submission,Loss,R2,2:11
3407,Jack Hermansson,9/3/2016,UFC Fight Night: Arlovski vs. Barnett,Middleweight,Scott Askham,Decision - Unanimous,Win,R3,0:00
3408,Niko Price,9/8/2018,UFC 228: Woodley vs. Till,Welterweight,Abdul Razak Alhassan,KO/TKO,Loss,R1,0:43
3409,Niko Price,7/14/2018,UFC Fight Night: Dos Santos vs. Ivanov,Welterweight,Randy Brown,KO/TKO,Win,R2,1:09
3410,Niko Price,1/27/2018,UFC Fight Night: Jacare vs. Brunson 2,Welterweight,George Sullivan,Submission,Win,R2,4:21
3411,Niko Price,10/28/2017,UFC Fight Night: Brunson vs. Machida,Welterweight,Vicente Luque,Submission,Loss,R2,4:08
3412,Niko Price,8/5/2017,UFC Fight Night: Pettis vs. Moreno,Welterweight,Alan Jouban,KO/TKO,Win,R1,1:44
3413,Niko Price,2/4/2017,UFC Fight Night: Bermudez vs. The Korean Zombie,Welterweight,Alex Morono,KO/TKO,Win,R2,5:00
3414,Niko Price,12/30/2016,UFC 207: Nunes vs. Rousey,Welterweight,Brandon Thatch,Submission,Win,R1,4:30
3415,Ryan Benoit,11/18/2017,UFC Fight Night: Werdum vs. Tybura,Flyweight,Ashkan Mokhtarian,KO/TKO,Win,R3,2:38
3416,Ryan Benoit,12/3/2016,The Ultimate Fighter 24 Finale,Flyweight,Brandon Moreno,Decision - Split,Loss,R3,0:00
3417,Ryan Benoit,7/30/2016,UFC 201: Lawler vs. Woodley,Flyweight,Fredy Serrano,Decision - Split,Win,R3,0:00
3418,Ryan Benoit,11/14/2015,UFC 193: Rousey vs Holm,Flyweight,Ben Nguyen,Submission,Loss,R1,2:35
3419,Ryan Benoit,3/14/2015,UFC 185: Pettis vs Dos Anjos,Flyweight,Sergio Pettis,KO/TKO,Win,R2,1:34
3420,Ryan Benoit,11/30/2013,UFC - TUF 18 Finale,Flyweight,Joshua Sampo,Submission,Loss,R2,4:31
3421,Magnus Cedenblad,11/19/2016,UFC Fight Night: Mousasi vs. Hall 2,Middleweight,Jack Marshman,KO/TKO,Loss,R2,3:32
3422,Magnus Cedenblad,5/8/2016,UFC Fight Night: Overeem vs Arlovski,Middleweight,Garreth McLellan,KO/TKO,Win,R2,0:47
3423,Magnus Cedenblad,10/4/2014,UFC Fight Night: Nelson vs Story,Middleweight,Scott Askham,Decision - Unanimous,Win,R3,0:00
3424,Magnus Cedenblad,5/31/2014,UFC Fight Night 41: Munoz vs. Mousasi,Middleweight,Krzysztof Jotko,Submission,Win,R2,4:59
3425,Magnus Cedenblad,8/31/2013,UFC 164: Henderson vs. Pettis 2,Middleweight,Jared Hamman,Submission,Win,R1,0:57
3426,Magnus Cedenblad,4/14/2012,UFC on FUEL TV 2,Middleweight,Francis Carmont,Submission,Loss,R2,1:42
3427,Mitch Clarke,9/9/2017,UFC 215: Nunes vs Shevchenko 2,Lightweight,Alex White,KO/TKO,Loss,R2,4:36
3428,Mitch Clarke,7/7/2016,UFC Fight Night: Dos Anjos vs. Alvarez,Lightweight,Joe Duffy,Submission,Loss,R1,0:25
3429,Mitch Clarke,4/4/2015,UFC Fight Night: Mendes vs Lamas,Lightweight,Michael Chiesa,Decision - Unanimous,Loss,R3,0:00
3430,Mitch Clarke,5/24/2014,UFC 173: Barao vs. Dillashaw,Lightweight,Al Iaquinta,Submission,Win,R2,0:57
3431,Mitch Clarke,6/15/2013,UFC 161: Evans vs. Henderson,Lightweight,John Maguire,Decision - Unanimous,Win,R3,0:00
3432,Mitch Clarke,7/21/2012,UFC 149: Faber vs. Barao,Lightweight,Anton Kuivanen,Decision - Split,Loss,R3,0:00
3433,Mitch Clarke,12/10/2011,UFC 140: Jones vs. Machida,Lightweight,John Cholish,KO/TKO,Loss,R2,4:36
3434,Johnny Eduardo,6/1/2018,UFC Fight Night: Rivera vs. Moraes,Bantamweight,Nathaniel Wood,Submission,Loss,R2,2:18
3435,Johnny Eduardo,6/3/2017,UFC 212: Aldo vs. Holloway,Bantamweight,Matthew Lopez,KO/TKO,Loss,R1,2:57
3436,Johnny Eduardo,11/19/2016,UFC Fight Night: Bader vs. Nogueira,Bantamweight,Manvel Gamburyan,KO/TKO,Win,R2,0:46
3437,Johnny Eduardo,12/10/2015,UFC Fight Night: Namajunas vs. VanZant,Bantamweight,Aljamain Sterling,Submission,Loss,R2,4:18
3438,Johnny Eduardo,5/10/2014,UFC Fight Night 40: Brown vs. Silva,Bantamweight,Eddie Wineland,KO/TKO,Win,R1,4:37
3439,Johnny Eduardo,5/15/2012,UFC on FUEL TV 3,Bantamweight,Jeff Curran,Decision - Unanimous,Win,R3,0:00
3440,Johnny Eduardo,8/27/2011,UFC 134: Silva vs. Okami,Bantamweight,Raphael Assuncao,Decision - Unanimous,Loss,R3,0:00
3441,Jimy Hettes,4/18/2015,UFC Fight Night: Machida vs Rockhold,Featherweight,Diego Brandao,TKO - Doctor's Stoppage,Loss,R1,5:00
3442,Jimy Hettes,3/15/2014,UFC 171: Hendricks vs. Lawler,Featherweight,Dennis Bermudez,KO/TKO,Loss,R3,2:57
3443,Jimy Hettes,10/26/2013,UFC Fight Night 30: Machida vs. Munoz,Featherweight,Rob Whiteford,Submission,Win,R2,2:17
3444,Jimy Hettes,9/22/2012,UFC 152: Jones vs. Belfort,Featherweight,Marcus Brimage,Decision - Unanimous,Loss,R3,0:00
3445,Jimy Hettes,12/30/2011,UFC 141: Lesnar vs. Overeem,Featherweight,Nam Phan,Decision - Unanimous,Win,R3,0:00
3446,Jimy Hettes,8/14/2011,UFC on Versus 5,Featherweight,Alex Caceres,Submission,Win,R2,3:12
3447,Kyung Ho Kang,8/4/2018,UFC 227: Dillashaw vs. Garbrandt 2,Bantamweight,Ricardo Ramos,Decision - Split,Loss,R3,0:00
3448,Kyung Ho Kang,1/14/2018,UFC Fight Night: Stephens vs. Choi,Bantamweight,Guido Cannetti,Submission,Win,R1,4:53
3449,Kyung Ho Kang,9/20/2014,UFC Fight Night: Hunt vs Nelson,Bantamweight,Michinori Tanaka,Decision - Split,Win,R3,0:00
3450,Kyung Ho Kang,1/4/2014,UFC Fight Night 34: Saffiedine vs. Lim,Bantamweight,Shunichi Shimizu,Submission,Win,R3,3:53
3451,Kyung Ho Kang,8/31/2013,UFC 164: Henderson vs. Pettis 2,Bantamweight,Chico Camus,Decision - Unanimous,Loss,R3,0:00
3452,Kyung Ho Kang,3/2/2013,UFC on FUEL TV 8,Bantamweight,Alex Caceres,Overturned,Draw,R3,0:00
3453,Rashid Magomedov,4/15/2017,UFC Fight Night: Johnson vs. Reis,Lightweight,Bobby Green,Decision - Split,Win,R3,0:00
3454,Rashid Magomedov,11/5/2016,UFC Fight Night: Dos Anjos vs. Ferguson,Lightweight,Beneil Dariush,Decision - Unanimous,Loss,R3,0:00
3455,Rashid Magomedov,11/7/2015,UFC Fight Night: Belfort vs Henderson,Lightweight,Gilbert Burns,Decision - Unanimous,Win,R3,0:00
3456,Rashid Magomedov,12/20/2014,UFC Fight Night: Machida vs Dollaway,Lightweight,Elias Silverio,KO/TKO,Win,R3,4:57
3457,Rashid Magomedov,5/31/2014,UFC - TUF Brazil 3 Finale,Lightweight,Rodrigo Damm,Decision - Unanimous,Win,R3,0:00
3458,Rashid Magomedov,2/1/2014,UFC 169: Barao vs. Faber 2,Lightweight,Anthony Rocco Martin,Decision - Unanimous,Win,R3,0:00
3459,Adriano Martins,9/9/2017,UFC 215: Nunes vs Shevchenko 2,Lightweight,Kajan Johnson,KO/TKO,Loss,R3,0:49
3460,Adriano Martins,10/8/2016,UFC 204: Bisping vs. Henderson,Lightweight,Leonardo Santos,Decision - Split,Loss,R3,0:00
3461,Adriano Martins,10/3/2015,UFC 192: Cormier vs Gustafsson,Lightweight,Islam Makhachev,KO/TKO,Win,R1,1:46
3462,Adriano Martins,2/22/2015,UFC Fight Night: Bigfoot vs Mir,Lightweight,Rustam Khabilov,Decision - Split,Win,R3,0:00
3463,Adriano Martins,7/6/2014,TUF 19 Finale,Lightweight,Juan Puig,KO/TKO,Win,R1,2:21
3464,Adriano Martins,1/25/2014,UFC on Fox 10,Lightweight,Donald Cerrone,KO/TKO,Loss,R1,4:40
3465,Adriano Martins,11/9/2013,UFC Fight Night 32: Belfort vs. Henderson,Lightweight,Daron Cruickshank,Submission,Win,R2,2:49
3466,Ian McCall,1/31/2015,UFC 183: Silva vs Diaz,Flyweight,John Lineker,Decision - Unanimous,Loss,R3,0:00
3467,Ian McCall,7/19/2014,UFC Fight Night 46: McGregor vs. Brandao,Flyweight,Brad Pickett,Decision - Unanimous,Win,R3,0:00
3468,Ian McCall,8/3/2013,UFC 163: Aldo vs. Jung,Flyweight,Iliarde Santos,Decision - Unanimous,Win,R3,0:00
3469,Ian McCall,2/2/2013,UFC 156: Aldo vs. Edgar,Flyweight,Joseph Benavidez,Decision - Unanimous,Loss,R3,0:00
3470,Ian McCall,6/8/2012,UFC on FX 3,Flyweight,Demetrious Johnson,Decision - Unanimous,Loss,R3,0:00
3471,Ian McCall,3/2/2012,UFC on FX 2,Flyweight,Demetrious Johnson,Decision - Majority,Draw,R3,5:00
3472,Gilbert Melendez,9/9/2017,UFC 215: Nunes vs Shevchenko 2,Featherweight,Jeremy Stephens,Decision - Unanimous,Loss,R3,0:00
3473,Gilbert Melendez,7/23/2016,UFC Fight Night: Holm vs. Shevchenko,Lightweight,Edson Barboza,Decision - Unanimous,Loss,R3,0:00
3474,Gilbert Melendez,6/13/2015,UFC 188: Velasquez vs Werdum,Lightweight,Eddie Alvarez,Decision - Split,Loss,R3,0:00
3475,Gilbert Melendez,12/6/2014,UFC 181: Hendricks vs Lawler II,Lightweight,Anthony Pettis,Submission,Title Loss,R2,1:53
3476,Gilbert Melendez,10/19/2013,UFC 166: Velasquez vs. Dos Santos 3,Lightweight,Diego Sanchez,Decision - Unanimous,Win,R3,0:00
3477,Gilbert Melendez,4/20/2013,UFC on Fox 7,Lightweight,Benson Henderson,Decision - Split,Title Loss,R5,0:00
3478,Cat Zingano,12/29/2018,UFC 232: Jones vs. Gustafsson 2,Women's Featherweight,Megan Anderson,,,,
3479,Cat Zingano,7/14/2018,UFC Fight Night: Dos Santos vs. Ivanov,Women's Bantamweight,Marion Reneau,Decision - Unanimous,Win,R3,0:00
3480,Cat Zingano,3/3/2018,UFC 222: Cyborg vs. Kunitskaya,Women's Bantamweight,Ketlen Vieira,Decision - Split,Loss,R3,0:00
3481,Cat Zingano,7/9/2016,UFC 200: Tate vs Nunes,Women's Bantamweight,Julianna Pena,Decision - Unanimous,Loss,R3,0:00
3482,Cat Zingano,2/28/2015,UFC 184: Rousey vs Zingano,Women's Bantamweight,Ronda Rousey,Submission,Title Loss,R1,0:14
3483,Cat Zingano,9/27/2014,UFC 178: Johnson vs Cariaso,Women's Bantamweight,Amanda Nunes,KO/TKO,Win,R3,1:21
3484,Cat Zingano,4/13/2013,UFC - TUF 17 Finale,Women's Bantamweight,Miesha Tate,KO/TKO,Win,R3,2:55
3485,Mizuto Hirota,12/1/2018,UFC Fight Night: Dos Santos vs. Tuivasa,Lightweight,Christos Giagos,Decision - Unanimous,Loss,R3,0:00
3486,Mizuto Hirota,2/10/2018,UFC 221: Romero vs. Rockhold,Lightweight,Ross Pearson,Decision - Unanimous,Loss,R3,0:00
3487,Mizuto Hirota,6/10/2017,UFC Fight Night: Lewis vs. Hunt,Featherweight,Alexander Volkanovski,Decision - Unanimous,Loss,R3,0:00
3488,Mizuto Hirota,12/17/2016,UFC Fight Night: VanZant vs. Waterson,Featherweight,Cole Miller,Decision - Unanimous,Win,R3,0:00
3489,Mizuto Hirota,9/26/2015,UFC Fight Night: Barnett vs Nelson,Featherweight,Teruto Ishihara,Decision - Split,Draw,R3,0:00
3490,Mizuto Hirota,6/8/2013,UFC on FUEL TV 10,Featherweight,Rodrigo Damm,Decision - Split,Loss,R3,0:00
3491,Mizuto Hirota,3/2/2013,UFC on FUEL TV 8,Featherweight,Rani Yahya,Decision - Unanimous,Loss,R3,0:00
3492,Leslie Smith,7/16/2017,UFC Fight Night: Nelson vs. Ponzinibbio,Women's Bantamweight,Amanda Lemos,KO/TKO,Win,R2,2:53
3493,Leslie Smith,12/17/2016,UFC Fight Night: VanZant vs. Waterson,Women's Bantamweight,Irene Aldana,Decision - Unanimous,Win,R3,0:00
3494,Leslie Smith,5/14/2016,UFC 198: Werdum vs Miocic,Catch Weight,Cris Cyborg,KO/TKO,Loss,R1,1:21
3495,Leslie Smith,3/19/2016,UFC Fight Night: Hunt vs Mir,Women's Bantamweight,Rin Nakai,Decision - Unanimous,Win,R3,0:00
3496,Leslie Smith,11/15/2014,UFC 180: Werdum vs Hunt,Women's Bantamweight,Jessica Eye,TKO - Doctor's Stoppage,Loss,R2,1:30
3497,Leslie Smith,7/16/2014,UFC Fight Night 45: Cerrone vs. Miller,Women's Bantamweight,Jessamyn Duke,KO/TKO,Win,R1,2:24
3498,Leslie Smith,4/16/2014,UFC - TUF Nations: Canada vs. Australia Finale,Women's Bantamweight,Sarah Kaufman,Decision - Unanimous,Loss,R3,0:00
3499,Kajan Johnson,9/15/2018,UFC Fight Night: Hunt vs. Oleinik,Lightweight,Rustam Khabilov,Decision - Split,Loss,R3,0:00
3500,Kajan Johnson,7/28/2018,UFC Fight Night: Alvarez vs. Poirier 2,Lightweight,Islam Makhachev,Submission,Loss,R1,4:43
3501,Kajan Johnson,3/17/2018,UFC Fight Night: Werdum vs. Volkov,Lightweight,Stevie Ray,Decision - Split,Win,R3,0:00
3502,Kajan Johnson,9/9/2017,UFC 215: Nunes vs Shevchenko 2,Lightweight,Adriano Martins,KO/TKO,Win,R3,0:49
3503,Kajan Johnson,9/26/2015,UFC Fight Night: Barnett vs Nelson,Lightweight,Naoyuki Kotani,Decision - Unanimous,Win,R3,0:00
3504,Kajan Johnson,5/16/2015,UFC Fight Night: Edgar vs Faber,Lightweight,Zhang Lipeng,Decision - Unanimous,Win,R3,0:00
3505,Kajan Johnson,6/14/2014,UFC 174: Johnson vs. Bagautinov,Lightweight,Tae Hyun Bang,KO/TKO,Loss,R3,2:01
3506,Jason Saggo,9/16/2017,UFC Fight Night: Rockhold vs. Branch,Lightweight,Gilbert Burns,KO/TKO,Loss,R2,4:55
3507,Jason Saggo,12/10/2016,UFC 206: Holloway vs. Pettis,Lightweight,Rustam Khabilov,Decision - Unanimous,Loss,R3,0:00
3508,Jason Saggo,6/18/2016,UFC Fight Night: MacDonald vs Thompson,Lightweight,Leandro Silva,Decision - Split,Win,R3,0:00
3509,Jason Saggo,3/5/2016,UFC 196: McGregor vs Diaz,Lightweight,Justin Salas,KO/TKO,Win,R1,4:31
3510,Jason Saggo,10/4/2014,UFC Fight Night: MacDonald vs Saffiedine,Lightweight,Paul Felder,Decision - Split,Loss,R3,0:00
3511,Jason Saggo,6/14/2014,UFC 174: Johnson vs. Bagautinov,Lightweight,Josh Shockley,KO/TKO,Win,R1,4:57
3512,Dhiego Lima,12/8/2018,UFC 231: Holloway vs. Ortega,Welterweight,Chad Laprise,KO/TKO,Win,R1,1:37
3513,Dhiego Lima,4/14/2018,UFC Fight Night: Poirier vs. Gaethje,Welterweight,Yushin Okami,Decision - Unanimous,Loss,R3,0:00
3514,Dhiego Lima,7/7/2017,The Ultimate Fighter 25 Finale,Welterweight,Jesse Taylor,Submission,Loss,R2,0:43
3515,Dhiego Lima,5/16/2015,UFC Fight Night: Edgar vs Faber,Welterweight,Li Jingliang,KO/TKO,Loss,R1,1:25
3516,Dhiego Lima,2/28/2015,UFC 184: Rousey vs Zingano,Welterweight,Tim Means,KO/TKO,Loss,R1,2:17
3517,Dhiego Lima,11/8/2014,UFC Fight Night 56: Shogun vs Saint Preux,Welterweight,Jorge de Oliveira,Decision - Unanimous,Win,R3,0:00
3518,Dhiego Lima,7/6/2014,TUF 19 Finale,Middleweight,Eddie Gordon,KO/TKO,Loss,R1,1:11
3519,Juliana Lima,1/27/2018,UFC Fight Night: Jacare vs. Brunson 2,Women's Strawweight,Randa Markos,Decision - Unanimous,Loss,R3,0:00
3520,Juliana Lima,7/7/2017,The Ultimate Fighter 25 Finale,Women's Strawweight,Tecia Torres,Submission,Loss,R2,0:53
3521,Juliana Lima,12/9/2016,UFC Fight Night: Lewis vs. Abdurakhimov,Women's Strawweight,JJ Aldrich,Decision - Unanimous,Win,R3,0:00
3522,Juliana Lima,4/23/2016,UFC 197: Jones vs Saint Preux,Women's Strawweight,Carla Esparza,Decision - Unanimous,Loss,R3,0:00
3523,Juliana Lima,5/30/2015,UFC Fight Night: Condit vs Alves,Women's Strawweight,Ericka Almeida,Decision - Unanimous,Win,R3,0:00
3524,Juliana Lima,11/8/2014,UFC Fight Night 56: Shogun vs Saint Preux,Women's Strawweight,Nina Ansaroff,Decision - Unanimous,Win,R3,0:00
3525,Juliana Lima,7/26/2014,UFC on Fox 12,Women's Strawweight,Joanna Jedrzejczyk,Decision - Unanimous,Loss,R3,0:00
3526,Lauren Murphy,2/17/2019,UFC Fight Night: Phoenix,Women's Flyweight,Ashlee Evans-Smith,,,,
3527,Lauren Murphy,6/1/2018,UFC Fight Night: Rivera vs. Moraes,Women's Flyweight,Sijara Eubanks,Decision - Unanimous,Loss,R3,0:00
3528,Lauren Murphy,12/1/2017,The Ultimate Fighter 26 Finale,Women's Flyweight,Barb Honchak,Decision - Split,Win,R3,0:00
3529,Lauren Murphy,7/13/2016,UFC Fight Night: McDonald vs. Lineker,Women's Bantamweight,Katlyn Chookagian,Decision - Unanimous,Loss,R3,0:00
3530,Lauren Murphy,2/21/2016,UFC Fight Night: Cowboy vs Cowboy,Women's Bantamweight,Kelly Faszholz,KO/TKO,Win,R3,4:55
3531,Lauren Murphy,4/4/2015,UFC Fight Night: Mendes vs Lamas,Women's Bantamweight,Liz Carmouche,Decision - Unanimous,Loss,R3,0:00
3532,Lauren Murphy,8/16/2014,UFC Fight Night 47: Bader vs. Saint Preux,Women's Bantamweight,Sara McMann,Decision - Split,Loss,R3,0:00
3533,Henry Briones,5/19/2018,UFC Fight Night: Maia vs. Usman,Bantamweight,Frankie Saenz,Decision - Unanimous,Loss,R3,0:00
3534,Henry Briones,8/5/2017,UFC Fight Night: Pettis vs. Moreno,Bantamweight,Rani Yahya,Submission,Loss,R1,2:01
3535,Henry Briones,11/5/2016,UFC Fight Night: Dos Anjos vs. Ferguson,Bantamweight,Douglas Silva de Andrade,KO/TKO,Loss,R3,2:33
3536,Henry Briones,7/11/2015,UFC 189: Mendes vs McGregor,Bantamweight,Cody Garbrandt,Decision - Unanimous,Loss,R3,0:00
3537,Henry Briones,11/15/2014,UFC 180: Werdum vs Hunt,Bantamweight,Guido Cannetti,Submission,Win,R2,1:44
3538,Gabriel Benitez,5/19/2018,UFC Fight Night: Maia vs. Usman,Featherweight,Humberto Bandenay,KO/TKO,Win,R1,0:39
3539,Gabriel Benitez,12/9/2017,UFC Fight Night: Swanson vs. Ortega,Featherweight,Jason Knight,Decision - Unanimous,Win,R3,0:00
3540,Gabriel Benitez,5/13/2017,UFC 211: Miocic vs. Dos Santos,Featherweight,Enrique Barzola,Decision - Unanimous,Loss,R3,0:00
3541,Gabriel Benitez,9/17/2016,UFC Fight Night: Poirier vs. Johnson,Featherweight,Sam Sicilia,Submission,Win,R2,1:20
3542,Gabriel Benitez,11/21/2015,UFC Fight Night 78: Magny vs Gastelum,Featherweight,Andre Fili,KO/TKO,Loss,R1,3:13
3543,Gabriel Benitez,6/13/2015,UFC 188: Velasquez vs Werdum,Featherweight,Clay Collard,Decision - Unanimous,Win,R3,0:00
3544,Gabriel Benitez,11/15/2014,UFC 180: Werdum vs Hunt,Featherweight,Humberto Brown,Submission,Win,R3,0:30
3545,Jake Collier,11/11/2017,UFC Fight Night: Poirier vs. Pettis,Light Heavyweight,Marcel Fortuna,Decision - Unanimous,Win,R3,0:00
3546,Jake Collier,4/15/2017,UFC Fight Night: Johnson vs. Reis,Light Heavyweight,Devin Clark,Decision - Unanimous,Loss,R3,0:00
3547,Jake Collier,5/29/2016,UFC Fight Night: Almeida vs Garbrandt,Middleweight,Alberto Uda,KO/TKO,Win,R2,1:06
3548,Jake Collier,11/28/2015,UFC Fight Night: Henderson vs Masvidal,Middleweight,Dongi Yang,KO/TKO,Loss,R2,1:50
3549,Jake Collier,6/6/2015,UFC Fight Night: Boetsch vs Henderson,Middleweight,Ricardo Abreu,Decision - Split,Win,R3,0:00
3550,Jake Collier,12/20/2014,UFC Fight Night: Machida vs Dollaway,Middleweight,Vitor Miranda,KO/TKO,Loss,R1,4:59
3551,Islam Makhachev,7/28/2018,UFC Fight Night: Alvarez vs. Poirier 2,Lightweight,Kajan Johnson,Submission,Win,R1,4:43
3552,Islam Makhachev,1/20/2018,UFC 220: Miocic vs. Ngannou,Lightweight,Gleison Tibau,KO/TKO,Win,R1,0:57
3553,Islam Makhachev,2/11/2017,UFC 208: Holm vs. De Randamie,Lightweight,Nik Lentz,Decision - Unanimous,Win,R3,0:00
3554,Islam Makhachev,9/17/2016,UFC Fight Night: Poirier vs. Johnson,Lightweight,Chris Wade,Decision - Unanimous,Win,R3,0:00
3555,Islam Makhachev,10/3/2015,UFC 192: Cormier vs Gustafsson,Lightweight,Adriano Martins,KO/TKO,Loss,R1,1:46
3556,Islam Makhachev,5/23/2015,UFC 187: Johnson vs Cormier,Lightweight,Leo Kuntz,Submission,Win,R2,2:38
3557,Damian Stasiak,7/22/2018,UFC Fight Night: Shogun vs. Smith,Bantamweight,Liu Pingyuan,Decision - Unanimous,Loss,R3,0:00
3558,Damian Stasiak,10/21/2017,UFC Fight Night: Cerrone vs. Till,Bantamweight,Brian Kelleher,KO/TKO,Loss,R3,3:39
3559,Damian Stasiak,5/28/2017,UFC Fight Night: Gustafsson vs. Teixeira,Bantamweight,Pedro Munhoz,Decision - Unanimous,Loss,R3,0:00
3560,Damian Stasiak,10/8/2016,UFC 204: Bisping vs. Henderson,Bantamweight,Davey Grant,Submission,Win,R3,3:56
3561,Damian Stasiak,4/10/2016,UFC Fight Night: Rothwell vs Dos Santos,Bantamweight,Filip Pejic,Submission,Win,R1,2:16
3562,Damian Stasiak,4/11/2015,UFC Fight Night: Gonzaga vs Cro Cop 2,Featherweight,Yaotzin Meza,Decision - Unanimous,Loss,R3,0:00
3563,Ben Nguyen,12/1/2018,UFC Fight Night: Dos Santos vs. Tuivasa,Flyweight,Wilson Reis,Decision - Unanimous,Loss,R3,0:00
3564,Ben Nguyen,2/10/2018,UFC 221: Romero vs. Rockhold,Flyweight,Jussier Formiga,Submission,Loss,R3,1:43
3565,Ben Nguyen,6/10/2017,UFC Fight Night: Lewis vs. Hunt,Flyweight,Tim Elliott,Submission,Win,R1,0:49
3566,Ben Nguyen,11/26/2016,UFC Fight Night: Whittaker vs. Brunson,Flyweight,Geane Herrera,Decision - Unanimous,Win,R3,0:00
3567,Ben Nguyen,7/13/2016,UFC Fight Night: McDonald vs. Lineker,Flyweight,Louis Smolka,KO/TKO,Loss,R2,4:41
3568,Ben Nguyen,11/14/2015,UFC 193: Rousey vs Holm,Flyweight,Ryan Benoit,Submission,Win,R1,2:35
3569,Ben Nguyen,5/9/2015,UFC Fight Night: Miocic vs Hunt,Flyweight,Alptekin Ozkilic,KO/TKO,Win,R1,4:59
3570,Darren Till,9/8/2018,UFC 228: Woodley vs. Till,Welterweight,Tyron Woodley,Submission,Title Loss,R2,4:19
3571,Darren Till,5/27/2018,UFC Fight Night: Thompson vs. Till,Welterweight,Stephen Thompson,Decision - Unanimous,Win,R5,0:00
